date,home_team,away_team,home_goals,away_goals,home_xg,away_xg,league,season
2022-04-15,Juventus,Cagliari,3,0,2.42,0.677,Serie A,2021/2022
2022-04-15,Milan,Torino,5,0,2.178,0.676,Serie A,2021/2022
2022-04-15,Cagliari,Salernitana,1,1,1.528,0.727,Serie A,2021/2022
2022-04-16,Monza,Sassuolo,1,0,1.508,0.645,Serie A,2021/2022
2022-04-17,Fiorentina,Roma,0,3,1.175,0.923,Serie A,2021/2022
2022-04-17,Udinese,Genoa,0,2,1.303,1.019,Serie A,2021/2022
2022-04-17,Salernitana,Lazio,0,2,0.884,1.96,Serie A,2021/2022
2022-04-22,Milan,Lecce,4,0,2.418,0.666,Serie A,2021/2022
2022-04-22,Cagliari,Milan,1,0,0.64,2.068,Serie A,2021/2022
2022-04-22,Fiorentina,Torino,3,1,1.436,0.788,Serie A,2021/2022
2022-04-22,Bologna,Udinese,1,0,1.39,0.89,Serie A,2021/2022
2022-04-22,Napoli,Juventus,1,1,1.269,0.985,Serie A,2021/2022
2022-04-22,Inter,Roma,2,0,1.586,0.807,Serie A,2021/2022
2022-04-23,Cagliari,Juventus,0,5,0.481,2.013,Serie A,2021/2022
2022-04-23,Sassuolo,Atalanta,0,2,0.904,2.029,Serie A,2021/2022
2022-04-24,Sassuolo,Cagliari,0,2,1.05,0.927,Serie A,2021/2022
2022-04-24,Sassuolo,Empoli,2,0,1.096,0.912,Serie A,2021/2022
2022-04-29,Cagliari,Torino,1,0,0.749,1.027,Serie A,2021/2022
2022-04-29,Lazio,Torino,1,1,1.457,0.678,Serie A,2021/2022
2022-04-29,Genoa,Lecce,1,0,1.435,0.947,Serie A,2021/2022
2022-04-30,Monza,Lecce,0,1,1.176,0.731,Serie A,2021/2022
2022-04-30,Bologna,Genoa,1,1,1.554,0.804,Serie A,2021/2022
2022-04-30,Fiorentina,Inter,1,2,0.76,1.384,Serie A,2021/2022
2022-04-30,Frosinone,Bologna,1,1,0.959,1.439,Serie A,2021/2022
2022-04-30,Fiorentina,Genoa,1,1,1.56,0.648,Serie A,2021/2022
2022-05-01,Napoli,Hellas Verona,3,0,2.719,0.645,Serie A,2021/2022
2022-05-01,Cagliari,Roma,1,6,0.712,1.661,Serie A,2021/2022
2022-05-06,Hellas Verona,Roma,0,2,0.586,1.611,Serie A,2021/2022
2022-05-06,Hellas Verona,Salernitana,2,1,1.441,0.583,Serie A,2021/2022
2022-05-06,Genoa,Lazio,0,0,0.907,1.224,Serie A,2021/2022
2022-05-07,Fiorentina,Lazio,1,1,1.063,0.982,Serie A,2021/2022
2022-05-07,Frosinone,Monza,2,4,1.033,1.267,Serie A,2021/2022
2022-05-07,Atalanta,Inter,1,1,0.946,1.149,Serie A,2021/2022
2022-05-07,Fiorentina,Sassuolo,2,0,1.962,0.491,Serie A,2021/2022
2022-05-07,Atalanta,Frosinone,0,0,2.701,0.434,Serie A,2021/2022
2022-05-08,Bologna,Milan,0,1,0.836,1.244,Serie A,2021/2022
2022-05-08,Sassuolo,Juventus,0,0,0.552,2.191,Serie A,2021/2022
2022-08-20,Torino,Inter,1,1,0.719,1.504,Serie A,2022/2023
2022-08-20,Inter,Atalanta,2,1,1.544,0.586,Serie A,2022/2023
2022-08-20,Inter,Hellas Verona,0,1,3.119,0.492,Serie A,2022/2023
2022-08-21,Lecce,Salernitana,1,1,1.625,0.717,Serie A,2022/2023
2022-08-21,Hellas Verona,Inter,0,2,0.43,2.363,Serie A,2022/2023
2022-08-21,Fiorentina,Hellas Verona,3,2,1.858,0.727,Serie A,2022/2023
2022-08-22,Atalanta,Inter,1,2,1.185,1.201,Serie A,2022/2023
2022-08-22,Genoa,Lazio,0,3,0.795,1.358,Serie A,2022/2023
2022-08-22,Lecce,Genoa,1,1,1.141,1.093,Serie A,2022/2023
2022-08-22,Torino,Juventus,1,1,0.97,1.433,Serie A,2022/2023
2022-08-27,Salernitana,Cagliari,4,1,1.055,1.314,Serie A,2022/2023
2022-08-27,Bologna,Hellas Verona,1,1,2.1,0.677,Serie A,2022/2023
2022-08-27,Juventus,Torino,2,0,1.736,0.794,Serie A,2022/2023
2022-08-27,Salernitana,Lazio,0,3,0.589,1.76,Serie A,2022/2023
2022-08-27,Hellas Verona,Salernitana,1,2,1.56,0.964,Serie A,2022/2023
2022-08-27,Fiorentina,Monza,2,2,1.79,0.714,Serie A,2022/2023
2022-08-28,Torino,Lazio,1,1,0.884,0.994,Serie A,2022/2023
2022-08-28,Hellas Verona,Juventus,0,2,0.4,2.01,Serie A,2022/2023
2022-08-29,Hellas Verona,Cagliari,3,0,1.246,0.971,Serie A,2022/2023
2022-08-29,Fiorentina,Genoa,1,0,1.766,0.905,Serie A,2022/2023
2022-09-03,Milan,Roma,3,1,1.537,0.936,Serie A,2022/2023
2022-09-03,Lazio,Hellas Verona,1,3,2.174,0.466,Serie A,2022/2023
2022-09-03,Frosinone,Salernitana,1,1,1.268,0.882,Serie A,2022/2023
2022-09-04,Sassuolo,Bologna,1,0,0.79,1.521,Serie A,2022/2023
2022-09-04,Torino,Monza,3,0,1.403,0.764,Serie A,2022/2023
2022-09-04,Juventus,Inter,1,2,0.842,1.003,Serie A,2022/2023
2022-09-04,Cagliari,Napoli,0,0,0.708,1.876,Serie A,2022/2023
2022-09-05,Empoli,Udinese,6,1,0.908,1.05,Serie A,2022/2023
2022-09-05,Milan,Frosinone,2,1,2.933,0.531,Serie A,2022/2023
2022-09-05,Roma,Empoli,3,4,2.023,0.54,Serie A,2022/2023
2022-09-10,Empoli,Atalanta,0,2,0.914,1.774,Serie A,2022/2023
2022-09-10,Cagliari,Frosinone,2,1,1.44,0.668,Serie A,2022/2023
2022-09-10,Lecce,Inter,2,0,0.573,2.015,Serie A,2022/2023
2022-09-11,Cagliari,Hellas Verona,2,1,1.166,1.004,Serie A,2022/2023
2022-09-11,Fiorentina,Frosinone,3,0,2.336,0.426,Serie A,2022/2023
2022-09-11,Cagliari,Lecce,3,1,1.224,1.091,Serie A,2022/2023
2022-09-11,Salernitana,Bologna,0,1,0.678,1.834,Serie A,2022/2023
2022-09-12,Hellas Verona,Lecce,0,2,1.171,0.88,Serie A,2022/2023
2022-09-12,Lecce,Sassuolo,1,1,1.379,0.96,Serie A,2022/2023
2022-09-12,Genoa,Sassuolo,0,1,1.507,0.723,Serie A,2022/2023
2022-09-17,Cagliari,Bologna,1,1,0.899,1.633,Serie A,2022/2023
2022-09-17,Milan,Napoli,1,0,1.31,0.962,Serie A,2022/2023
2022-09-18,Napoli,Torino,4,3,1.512,0.564,Serie A,2022/2023
2022-09-18,Juventus,Empoli,3,1,2.578,0.324,Serie A,2022/2023
2022-09-18,Inter,Sassuolo,2,1,3.2,0.341,Serie A,2022/2023
2022-09-18,Lazio,Torino,2,0,1.371,1.014,Serie A,2022/2023
2022-09-19,Inter,Juventus,1,1,1.43,0.766,Serie A,2022/2023
2022-09-19,Udinese,Lazio,0,0,0.894,1.21,Serie A,2022/2023
2022-09-19,Sassuolo,Fiorentina,0,1,0.73,1.746,Serie A,2022/2023
2022-09-19,Frosinone,Lazio,0,2,0.773,1.843,Serie A,2022/2023
2022-09-24,Sassuolo,Hellas Verona,0,2,1.199,0.925,Serie A,2022/2023
2022-09-24,Atalanta,Milan,2,1,1.156,1.214,Serie A,2022/2023
2022-09-24,Atalanta,Fiorentina,2,2,1.568,0.695,Serie A,2022/2023
2022-09-24,Udinese,Milan,1,0,0.73,1.448,Serie A,2022/2023
2022-09-25,Sassuolo,Udinese,0,0,0.821,1.264,Serie A,2022/2023
2022-09-25,Lecce,Cagliari,2,1,1.279,0.781,Serie A,2022/2023
2022-09-25,Hellas Verona,Atalanta,1,3,0.675,1.708,Serie A,2022/2023
2022-09-25,Salernitana,Inter,0,4,0.441,2.672,Serie A,2022/2023
2022-09-26,Empoli,Sassuolo,1,0,1.469,1.078,Serie A,2022/2023
2022-09-26,Bologna,Torino,1,1,1.468,0.92,Serie A,2022/2023
2022-10-01,Salernitana,Genoa,1,1,0.793,1.55,Serie A,2022/2023
2022-10-01,Cagliari,Udinese,2,0,0.943,1.296,Serie A,2022/2023
2022-10-01,Hellas Verona,Genoa,0,1,1.013,1.102,Serie A,2022/2023
2022-10-02,Salernitana,Fiorentina,0,3,0.776,1.916,Serie A,2022/2023
2022-10-02,Roma,Genoa,2,0,1.678,0.58,Serie A,2022/2023
2022-10-02,Inter,Lecce,3,0,2.763,0.5,Serie A,2022/2023
2022-10-02,Fiorentina,Sassuolo,3,1,2.032,0.614,Serie A,2022/2023
2022-10-03,Juventus,Milan,2,1,1.037,0.909,Serie A,2022/2023
2022-10-03,Monza,Inter,0,2,0.4,1.914,Serie A,2022/2023
2022-10-03,Monza,Napoli,0,1,0.589,1.61,Serie A,2022/2023
2022-10-08,Hellas Verona,Empoli,1,0,1.1,1.067,Serie A,2022/2023
2022-10-08,Sassuolo,Cagliari,2,0,1.368,0.972,Serie A,2022/2023
2022-10-08,Napoli,Juventus,0,1,0.909,0.999,Serie A,2022/2023
2022-10-09,Frosinone,Empoli,3,1,1.155,0.955,Serie A,2022/2023
2022-10-09,Roma,Frosinone,3,0,2.543,0.555,Serie A,2022/2023
2022-10-09,Roma,Monza,3,0,1.752,0.554,Serie A,2022/2023
2022-10-09,Lecce,Milan,1,3,0.881,2.093,Serie A,2022/2023
2022-10-10,Milan,Salernitana,1,0,3.187,0.3,Serie A,2022/2023
2022-10-10,Napoli,Empoli,2,0,2.66,0.498,Serie A,2022/2023
2022-10-10,Milan,Torino,0,0,1.714,0.73,Serie A,2022/2023
2022-10-15,Juventus,Sassuolo,2,0,2.651,0.581,Serie A,2022/2023
2022-10-15,Napoli,Lazio,1,1,1.408,0.719,Serie A,2022/2023
2022-10-15,Salernitana,Torino,0,2,0.799,1.456,Serie A,2022/2023
2022-10-15,Fiorentina,Empoli,1,0,1.749,0.75,Serie A,2022/2023
2022-10-15,Frosinone,Genoa,0,0,0.937,1.189,Serie A,2022/2023
2022-10-15,Milan,Lazio,2,2,1.681,0.656,Serie A,2022/2023
2022-10-16,Genoa,Napoli,0,3,0.846,1.728,Serie A,2022/2023
2022-10-16,Lecce,Torino,1,0,0.942,1.257,Serie A,2022/2023
2022-10-17,Napoli,Udinese,0,0,2.184,0.684,Serie A,2022/2023
2022-10-17,Torino,Roma,2,2,0.787,1.261,Serie A,2022/2023
2022-10-22,Frosinone,Udinese,2,0,1.094,1.469,Serie A,2022/2023
2022-10-22,Atalanta,Frosinone,2,0,2.691,0.3,Serie A,2022/2023
2022-10-22,Lecce,Bologna,0,0,0.851,1.309,Serie A,2022/2023
2022-10-23,Napoli,Hellas Verona,0,0,2.504,0.33,Serie A,2022/2023
2022-10-23,Fiorentina,Salernitana,1,0,2.098,0.69,Serie A,2022/2023
2022-10-23,Monza,Lecce,0,1,1.278,0.915,Serie A,2022/2023
2022-10-23,Genoa,Udinese,0,2,1.195,0.823,Serie A,2022/2023
2022-10-24,Frosinone,Hellas Verona,2,2,1.258,0.994,Serie A,2022/2023
2022-10-24,Hellas Verona,Napoli,1,2,0.551,2.096,Serie A,2022/2023
2022-10-24,Empoli,Roma,0,3,0.654,1.546,Serie A,2022/2023
2022-10-29,Juventus,Fiorentina,0,2,1.501,0.793,Serie A,2022/2023
2022-10-29,Udinese,Napoli,1,0,0.578,1.379,Serie A,2022/2023
2022-10-30,Frosinone,Lecce,1,2,0.992,1.11,Serie A,2022/2023
2022-10-30,Milan,Cagliari,2,0,2.624,0.595,Serie A,2022/2023
2022-10-30,Lecce,Roma,1,1,0.653,1.576,Serie A,2022/2023
2022-10-31,Frosinone,Milan,0,5,0.623,2.391,Serie A,2022/2023
2022-10-31,Udinese,Sassuolo,1,0,1.823,0.76,Serie A,2022/2023
2022-10-31,Genoa,Frosinone,1,0,1.64,0.675,Serie A,2022/2023
2022-10-31,Milan,Genoa,0,2,2.177,0.65,Serie A,2022/2023
2022-10-31,Sassuolo,Juventus,0,0,0.554,2.081,Serie A,2022/2023
2022-11-05,Monza,Sassuolo,1,1,1.501,0.8,Serie A,2022/2023
2022-11-05,Salernitana,Monza,1,0,0.813,1.325,Serie A,2022/2023
2022-11-05,Roma,Atalanta,0,0,0.983,1.049,Serie A,2022/2023
2022-11-05,Napoli,Inter,0,1,1.102,0.991,Serie A,2022/2023
2022-11-06,Cagliari,Fiorentina,1,0,0.71,1.679,Serie A,2022/2023
2022-11-06,Fiorentina,Milan,2,0,0.857,1.247,Serie A,2022/2023
2022-11-06,Genoa,Milan,1,0,0.923,1.514,Serie A,2022/2023
2022-11-07,Sassuolo,Torino,0,1,0.735,1.203,Serie A,2022/2023
2022-11-07,Bologna,Cagliari,3,2,1.784,0.765,Serie A,2022/2023
2022-11-07,Frosinone,Roma,0,2,0.697,1.804,Serie A,2022/2023
2022-11-12,Bologna,Inter,0,1,0.917,1.377,Serie A,2022/2023
2022-11-12,Cagliari,Sassuolo,0,1,1.519,1.025,Serie A,2022/2023
2022-11-12,Roma,Lecce,1,1,2.051,0.849,Serie A,2022/2023
2022-11-12,Monza,Atalanta,0,0,0.776,1.719,Serie A,2022/2023
2022-11-12,Lazio,Sassuolo,3,0,2.299,0.627,Serie A,2022/2023
2022-11-13,Milan,Juventus,1,0,1.231,0.95,Serie A,2022/2023
2022-11-13,Udinese,Hellas Verona,2,1,1.686,0.648,Serie A,2022/2023
2022-11-14,Empoli,Milan,1,0,0.727,1.964,Serie A,2022/2023
2022-11-14,Genoa,Hellas Verona,0,1,1.474,0.597,Serie A,2022/2023
2022-11-14,Cagliari,Genoa,2,1,1.008,1.25,Serie A,2022/2023
2022-11-19,Salernitana,Milan,0,4,0.4,2.371,Serie A,2022/2023
2022-11-19,Monza,Udinese,1,0,1.152,0.933,Serie A,2022/2023
2022-11-19,Udinese,Genoa,0,2,1.287,0.905,Serie A,2022/2023
2022-11-20,Roma,Bologna,1,1,1.418,0.677,Serie A,2022/2023
2022-11-20,Juventus,Napoli,1,2,1.298,1.032,Serie A,2022/2023
2022-11-21,Sassuolo,Salernitana,1,0,1.562,0.809,Serie A,2022/2023
2022-11-21,Lazio,Cagliari,3,1,2.105,0.784,Serie A,2022/2023
2022-11-21,Lazio,Salernitana,2,0,2.541,0.476,Serie A,2022/2023
2022-11-21,Juventus,Lazio,1,1,1.339,0.742,Serie A,2022/2023
2022-11-21,Sassuolo,Roma,1,1,0.617,2.055,Serie A,2022/2023
2022-11-26,Empoli,Salernitana,4,1,1.464,0.893,Serie A,2022/2023
2022-11-26,Sassuolo,Lazio,0,0,0.704,1.541,Serie A,2022/2023
2022-11-26,Empoli,Genoa,0,1,0.974,1.211,Serie A,2022/2023
2022-11-26,Bologna,Atalanta,1,0,1.021,1.382,Serie A,2022/2023
2022-11-27,Inter,Frosinone,1,0,3.2,0.3,Serie A,2022/2023
2022-11-27,Hellas Verona,Monza,1,1,1.145,1.081,Serie A,2022/2023
2022-11-27,Hellas Verona,Lazio,0,1,0.552,1.847,Serie A,2022/2023
2022-11-27,Fiorentina,Lazio,1,3,1.261,1.225,Serie A,2022/2023
2022-11-28,Bologna,Roma,1,2,1.141,1.436,Serie A,2022/2023
2022-11-28,Fiorentina,Roma,1,1,1.015,1.135,Serie A,2022/2023
2022-12-03,Lazio,Roma,0,2,1.126,1.057,Serie A,2022/2023
2022-12-03,Sassuolo,Empoli,1,1,1.158,1.217,Serie A,2022/2023
2022-12-03,Juventus,Genoa,1,0,1.991,0.568,Serie A,2022/2023
2022-12-04,Empoli,Torino,0,1,0.943,1.433,Serie A,2022/2023
2022-12-04,Bologna,Empoli,1,0,1.761,0.71,Serie A,2022/2023
2022-12-04,Genoa,Monza,1,1,1.101,0.731,Serie A,2022/2023
2022-12-04,Inter,Napoli,1,1,1.525,0.999,Serie A,2022/2023
2022-12-05,Torino,Atalanta,1,2,0.945,1.094,Serie A,2022/2023
2022-12-05,Udinese,Juventus,2,2,0.817,1.757,Serie A,2022/2023
2022-12-05,Monza,Frosinone,4,0,1.56,0.583,Serie A,2022/2023
2022-12-10,Napoli,Frosinone,4,0,2.87,0.3,Serie A,2022/2023
2022-12-10,Lazio,Empoli,2,0,2.028,0.595,Serie A,2022/2023
2022-12-10,Salernitana,Lecce,1,0,1.018,1.153,Serie A,2022/2023
2022-12-10,Torino,Salernitana,2,2,1.855,0.349,Serie A,2022/2023
2022-12-11,Lecce,Monza,4,0,1.087,1.039,Serie A,2022/2023
2022-12-11,Juventus,Hellas Verona,5,0,2.691,0.41,Serie A,2022/2023
2022-12-11,Udinese,Roma,1,0,0.782,1.464,Serie A,2022/2023
2022-12-12,Salernitana,Atalanta,1,2,0.525,2.162,Serie A,2022/2023
2022-12-12,Udinese,Torino,3,2,1.012,0.932,Serie A,2022/2023
2022-12-12,Frosinone,Sassuolo,2,1,1.163,0.933,Serie A,2022/2023
2022-12-17,Monza,Torino,1,0,1.061,0.956,Serie A,2022/2023
2022-12-17,Bologna,Milan,0,2,0.888,1.359,Serie A,2022/2023
2022-12-17,Bologna,Genoa,2,0,1.586,0.865,Serie A,2022/2023
2022-12-18,Bologna,Fiorentina,0,0,1.25,1.032,Serie A,2022/2023
2022-12-18,Udinese,Salernitana,3,0,1.992,0.585,Serie A,2022/2023
2022-12-18,Roma,Napoli,2,0,1.243,1.162,Serie A,2022/2023
2022-12-18,Napoli,Sassuolo,1,0,2.707,0.392,Serie A,2022/2023
2022-12-19,Empoli,Hellas Verona,1,2,1.317,0.822,Serie A,2022/2023
2022-12-19,Udinese,Bologna,1,2,1.114,1.17,Serie A,2022/2023
2022-12-19,Hellas Verona,Bologna,0,3,0.752,1.393,Serie A,2022/2023
2022-12-24,Juventus,Lecce,1,0,2.365,0.547,Serie A,2022/2023
2022-12-24,Bologna,Napoli,1,2,0.835,1.255,Serie A,2022/2023
2022-12-24,Monza,Roma,0,1,0.625,1.336,Serie A,2022/2023
2022-12-24,Fiorentina,Udinese,0,0,1.423,0.764,Serie A,2022/2023
2022-12-24,Genoa,Torino,3,0,1.075,1.169,Serie A,2022/2023
2022-12-24,Inter,Cagliari,2,0,2.836,0.655,Serie A,2022/2023
2022-12-26,Roma,Fiorentina,0,0,1.437,0.708,Serie A,2022/2023
2022-12-26,Lazio,Udinese,1,1,1.754,0.849,Serie A,2022/2023
2022-12-26,Monza,Lazio,0,3,1.039,1.465,Serie A,2022/2023
2022-12-26,Juventus,Salernitana,3,0,3.195,0.3,Serie A,2022/2023
2022-12-31,Lecce,Fiorentina,0,0,0.691,1.241,Serie A,2022/2023
2022-12-31,Juventus,Roma,2,3,1.317,1.063,Serie A,2022/2023
2022-12-31,Monza,Empoli,2,2,1.433,1.074,Serie A,2022/2023
2023-01-01,Napoli,Cagliari,2,0,2.332,0.564,Serie A,2022/2023
2023-01-01,Fiorentina,Bologna,2,2,1.272,0.772,Serie A,2022/2023
2023-01-01,Lecce,Empoli,3,0,1.221,0.921,Serie A,2022/2023
2023-01-01,Cagliari,Atalanta,0,3,0.558,1.777,Serie A,2022/2023
2023-01-01,Torino,Sassuolo,1,1,1.78,0.653,Serie A,2022/2023
2023-01-02,Monza,Fiorentina,2,3,0.723,1.363,Serie A,2022/2023
2023-01-02,Frosinone,Napoli,0,3,0.612,2.155,Serie A,2022/2023
2023-01-07,Lecce,Udinese,0,1,1.161,1.076,Serie A,2022/2023
2023-01-07,Milan,Atalanta,0,2,1.504,1.065,Serie A,2022/2023
2023-01-07,Salernitana,Juventus,1,2,0.509,2.25,Serie A,2022/2023
2023-01-08,Torino,Empoli,3,3,1.878,0.699,Serie A,2022/2023
2023-01-08,Napoli,Genoa,2,1,1.983,0.772,Serie A,2022/2023
2023-01-08,Cagliari,Lazio,2,0,0.753,1.789,Serie A,2022/2023
2023-01-08,Napoli,Bologna,1,0,1.56,0.828,Serie A,2022/2023
2023-01-08,Napoli,Fiorentina,0,0,1.53,0.812,Serie A,2022/2023
2023-01-09,Hellas Verona,Sassuolo,2,0,1.282,1.019,Serie A,2022/2023
2023-01-09,Lazio,Bologna,2,4,1.178,1.02,Serie A,2022/2023
2023-01-14,Inter,Milan,1,0,1.319,0.803,Serie A,2022/2023
2023-01-14,Inter,Fiorentina,2,0,1.945,0.682,Serie A,2022/2023
2023-01-15,Bologna,Monza,0,1,1.556,0.757,Serie A,2022/2023
2023-01-15,Roma,Cagliari,4,1,2.212,0.554,Serie A,2022/2023
2023-01-15,Torino,Udinese,1,2,1.508,0.842,Serie A,2022/2023
2023-01-15,Atalanta,Torino,2,0,1.729,0.79,Serie A,2022/2023
2023-01-16,Salernitana,Napoli,0,3,0.455,2.15,Serie A,2022/2023
2023-01-16,Cagliari,Monza,0,1,1.307,1.1,Serie A,2022/2023
2023-01-16,Monza,Milan,0,2,0.461,1.886,Serie A,2022/2023
2023-01-16,Milan,Empoli,3,1,2.498,0.486,Serie A,2022/2023
2023-01-21,Fiorentina,Atalanta,1,1,1.176,1.054,Serie A,2022/2023
2023-01-21,Lazio,Atalanta,0,1,0.949,0.901,Serie A,2022/2023
2023-01-21,Sassuolo,Milan,0,1,0.433,1.947,Serie A,2022/2023
2023-01-22,Roma,Torino,4,0,1.605,0.622,Serie A,2022/2023
2023-01-23,Udinese,Monza,0,1,1.235,0.873,Serie A,2022/2023
2023-01-23,Lazio,Monza,0,0,1.974,0.715,Serie A,2022/2023
2023-01-23,Lecce,Juventus,2,1,0.756,1.688,Serie A,2022/2023
2023-01-23,Hellas Verona,Udinese,1,4,0.839,1.35,Serie A,2022/2023
2023-01-23,Torino,Genoa,3,0,1.479,0.85,Serie A,2022/2023
2023-01-23,Genoa,Roma,2,1,1.016,1.316,Serie A,2022/2023
2023-01-28,Salernitana,Frosinone,2,0,1.283,0.861,Serie A,2022/2023
2023-01-29,Roma,Salernitana,1,0,2.47,0.385,Serie A,2022/2023
2023-01-29,Napoli,Milan,1,1,1.322,0.899,Serie A,2022/2023
2023-01-29,Torino,Fiorentina,1,1,1.227,0.869,Serie A,2022/2023
2023-01-29,Napoli,Atalanta,1,1,1.162,0.732,Serie A,2022/2023
2023-01-30,Bologna,Frosinone,3,1,2.109,0.697,Serie A,2022/2023
2023-01-30,Fiorentina,Inter,0,1,0.664,1.272,Serie A,2022/2023
2023-01-30,Genoa,Fiorentina,2,2,0.932,1.088,Serie A,2022/2023
2023-01-30,Milan,Fiorentina,2,1,1.642,0.668,Serie A,2022/2023
2023-01-30,Cagliari,Inter,0,3,0.457,2.299,Serie A,2022/2023
2023-02-04,Udinese,Fiorentina,0,0,0.885,1.362,Serie A,2022/2023
2023-02-04,Frosinone,Fiorentina,0,1,0.481,1.801,Serie A,2022/2023
2023-02-04,Roma,Lazio,5,0,1.5,0.814,Serie A,2022/2023
2023-02-05,Milan,Lecce,3,0,2.417,0.48,Serie A,2022/2023
2023-02-05,Fiorentina,Cagliari,1,1,2.016,0.626,Serie A,2022/2023
2023-02-06,Genoa,Cagliari,2,0,1.667,0.724,Serie A,2022/2023
2023-02-06,Inter,Empoli,1,0,2.746,0.37,Serie A,2022/2023
2023-02-06,Empoli,Lazio,0,4,0.913,1.608,Serie A,2022/2023
2023-02-06,Udinese,Cagliari,1,1,1.326,0.728,Serie A,2022/2023
2023-02-06,Monza,Bologna,1,2,0.923,0.936,Serie A,2022/2023
2023-02-11,Atalanta,Hellas Verona,4,1,2.416,0.606,Serie A,2022/2023
2023-02-11,Sassuolo,Monza,1,1,0.975,1.511,Serie A,2022/2023
2023-02-11,Milan,Sassuolo,2,2,2.857,0.492,Serie A,2022/2023
2023-02-11,Empoli,Juventus,1,4,0.579,2.056,Serie A,2022/2023
2023-02-12,Fiorentina,Torino,0,1,1.402,0.922,Serie A,2022/2023
2023-02-12,Inter,Salernitana,5,1,3.126,0.3,Serie A,2022/2023
2023-02-12,Juventus,Atalanta,3,0,1.49,0.965,Serie A,2022/2023
2023-02-13,Frosinone,Bologna,2,2,0.72,1.64,Serie A,2022/2023
2023-02-13,Hellas Verona,Roma,3,1,0.773,1.716,Serie A,2022/2023
2023-02-13,Torino,Frosinone,2,0,1.99,0.519,Serie A,2022/2023
2023-02-18,Fiorentina,Lecce,6,2,1.901,0.825,Serie A,2022/2023
2023-02-18,Roma,Sassuolo,1,1,2.254,0.376,Serie A,2022/2023
2023-02-19,Genoa,Salernitana,1,1,1.821,0.389,Serie A,2022/2023
2023-02-19,Cagliari,Roma,1,1,0.424,1.784,Serie A,2022/2023
2023-02-20,Bologna,Udinese,1,1,1.491,0.874,Serie A,2022/2023
2023-02-20,Lazio,Inter,3,1,0.887,1.248,Serie A,2022/2023
2023-02-20,Sassuolo,Inter,1,2,0.498,2.354,Serie A,2022/2023
2023-02-20,Hellas Verona,Fiorentina,2,2,0.686,1.668,Serie A,2022/2023
2023-02-20,Juventus,Monza,5,0,2.226,0.573,Serie A,2022/2023
2023-02-20,Bologna,Juventus,2,1,0.81,1.494,Serie A,2022/2023
2023-02-25,Atalanta,Genoa,3,0,1.805,0.631,Serie A,2022/2023
2023-02-25,Genoa,Juventus,0,0,0.799,1.558,Serie A,2022/2023
2023-02-25,Udinese,Frosinone,3,0,1.708,0.629,Serie A,2022/2023
2023-02-26,Roma,Milan,0,1,1.069,1.253,Serie A,2022/2023
2023-02-26,Udinese,Lecce,0,3,1.381,0.883,Serie A,2022/2023
2023-02-26,Milan,Hellas Verona,1,0,2.841,0.324,Serie A,2022/2023
2023-02-27,Torino,Napoli,0,1,0.786,1.439,Serie A,2022/2023
2023-02-27,Bologna,Lecce,1,0,1.849,0.588,Serie A,2022/2023
2023-02-27,Atalanta,Sassuolo,1,0,2.545,0.53,Serie A,2022/2023
2023-02-27,Empoli,Monza,0,1,0.921,0.974,Serie A,2022/2023
2023-03-04,Bologna,Lazio,0,3,1.263,1.244,Serie A,2022/2023
2023-03-04,Atalanta,Bologna,1,2,1.518,0.595,Serie A,2022/2023
2023-03-05,Empoli,Bologna,1,0,0.739,1.344,Serie A,2022/2023
2023-03-05,Empoli,Fiorentina,0,1,0.725,1.389,Serie A,2022/2023
2023-03-05,Udinese,Atalanta,2,3,1.055,1.576,Serie A,2022/2023
2023-03-05,Milan,Udinese,5,0,2.028,0.538,Serie A,2022/2023
2023-03-06,Salernitana,Hellas Verona,1,1,1.236,0.995,Serie A,2022/2023
2023-03-06,Napoli,Lecce,2,1,2.372,0.673,Serie A,2022/2023
2023-03-06,Milan,Monza,0,1,2.251,0.547,Serie A,2022/2023
2023-03-06,Frosinone,Atalanta,1,0,0.634,1.781,Serie A,2022/2023
2023-03-11,Genoa,Empoli,0,0,1.313,0.963,Serie A,2022/2023
2023-03-11,Roma,Hellas Verona,3,0,2.165,0.788,Serie A,2022/2023
2023-03-11,Empoli,Napoli,1,4,0.731,1.644,Serie A,2022/2023
2023-03-11,Empoli,Lecce,3,1,1.282,0.822,Serie A,2022/2023
2023-03-11,Bologna,Sassuolo,2,0,2.249,0.783,Serie A,2022/2023
2023-03-12,Fiorentina,Juventus,1,3,0.943,1.468,Serie A,2022/2023
2023-03-13,Juventus,Cagliari,3,0,2.459,0.514,Serie A,2022/2023
2023-03-13,Atalanta,Napoli,2,1,1.075,1.017,Serie A,2022/2023
2023-03-13,Cagliari,Salernitana,2,0,1.224,0.687,Serie A,2022/2023
2023-03-13,Inter,Bologna,0,1,2.097,0.713,Serie A,2022/2023
2023-03-18,Monza,Cagliari,4,0,1.548,0.858,Serie A,2022/2023
2023-03-18,Frosinone,Torino,0,1,0.869,1.505,Serie A,2022/2023
2023-03-18,Atalanta,Empoli,9,0,2.295,0.661,Serie A,2022/2023
2023-03-18,Roma,Udinese,2,2,1.625,0.726,Serie A,2022/2023
2023-03-18,Lazio,Juventus,1,0,1.036,1.324,Serie A,2022/2023
2023-03-18,Genoa,Lecce,1,0,1.434,0.942,Serie A,2022/2023
